Player,Season,Age,Nation,Club,Matchs_played,Minutes_played,Titular_played,Goals,Assists,Position
Anthony Martial,2018-2019,22,France,Manchester Utd,27,1621,18,10,2,FW
Anthony Martial,2019-2020,23,France,Manchester Utd,32,2624,31,17,6,FW
Anthony Martial,2020-2021,24,France,Manchester Utd,22,1480,17,4,3,FW
Anthony Martial,2021-2022,25,France,Manchester Utd,8,212,2,1,0,FW
Anthony Martial,2022-2023,26,France,Manchester Utd,21,978,11,6,2,FW
Anthony Martial,2023-2024,27,France,Manchester Utd,13,448,5,1,0,FW
Antoine Semenyo,2022-2023,22,Ghana,Bournemouth,11,258,2,1,0,FW
Antoine Semenyo,2023-2024,23,Ghana,Bournemouth,33,2105,25,8,2,FW
Antony,2022-2023,22,Brazil,Manchester Utd,25,1802,23,4,2,FW
Antony,2023-2024,23,Brazil,Manchester Utd,29,1324,15,1,1,FW
Anwar El Ghazi,2019-2020,24,Netherlands,Aston Villa,34,2051,26,4,4,FW
Anwar El Ghazi,2020-2021,25,Netherlands,Aston Villa,28,1613,17,10,0,FW
Anwar El Ghazi,2021-2022,26,Netherlands,2 Teams,11,399,4,1,1,FW
Armando Broja,2021-2022,19,Albania,Southampton,32,1975,21,6,0,FW
Armando Broja,2022-2023,20,Albania,Chelsea,12,294,2,1,0,FW
Armando Broja,2023-2024,21,Albania,2 Teams,21,542,6,1,1,FW
Arnaut Danjuma,2022-2023,25,Netherlands,Tottenham,9,169,1,1,0,FW
Arnaut Danjuma,2023-2024,26,Netherlands,Everton,14,595,5,1,0,MF
Arthur Masuaku,2021-2022,27,DR Congo,West Ham,13,650,6,1,1,DF
Ashley Barnes,2018-2019,28,England,Burnley,37,2388,26,12,2,FW
Ashley Barnes,2019-2020,29,England,Burnley,19,1352,17,6,0,FW
Ashley Barnes,2020-2021,30,England,Burnley,22,1331,15,3,0,FW
Ashley Barnes,2021-2022,31,England,Burnley,23,808,8,1,0,FW
Ashley Fletcher,2021-2022,25,England,Watford,3,30,0,0,0,FW
Ashley Young,2021-2022,36,England,Aston Villa,24,1250,10,0,2,DF
Ayoze Pérez,2018-2019,25,Spain,Newcastle Utd,37,2917,34,12,2,MF
Ayoze Pérez,2019-2020,26,Spain,Leicester City,33,2004,26,8,4,MF
Ayoze Pérez,2020-2021,27,Spain,Leicester City,25,1331,15,2,1,MF
Ayoze Pérez,2021-2022,28,Spain,Leicester City,14,445,6,2,3,MF
Ayoze Pérez,2022-2023,29,Spain,Leicester City,8,382,3,0,1,MF
Ben Brereton,2023-2024,24,Chile,Sheffield Utd,14,1105,14,6,1,FW
Ben Johnson,2020-2021,20,England,West Ham,14,523,5,1,0,DF
Ben Johnson,2023-2024,23,England,West Ham,14,544,4,0,0,DF
Benicio Boaitey,2023-2024,19,England,Brighton,5,40,0,0,0,FW
Benson Manuel,2023-2024,26,Angola,Burnley,8,116,1,0,0,MF
Bernard,2018-2019,25,Brazil,Everton,34,2116,25,1,3,FW
Bernard,2019-2020,26,Brazil,Everton,27,1280,15,3,2,MF
Bernard,2020-2021,27,Brazil,Everton,12,455,3,1,0,MF
Bernardo Silva,2018-2019,23,Portugal,Manchester City,36,2854,31,7,7,MF
Bernardo Silva,2019-2020,24,Portugal,Manchester City,34,2030,23,6,7,FW
Bernardo Silva,2020-2021,25,Portugal,Manchester City,26,2065,24,2,6,MF
Bernardo Silva,2021-2022,26,Portugal,Manchester City,35,2857,33,8,4,MF
Bernardo Silva,2022-2023,27,Portugal,Manchester City,34,2205,24,4,5,MF
Bernardo Silva,2023-2024,28,Portugal,Manchester City,33,2578,29,6,9,MF
Bertrand Traoré,2020-2021,24,Burkina Faso,Aston Villa,36,2317,29,7,6,FW
Bertrand Traoré,2021-2022,25,Burkina Faso,Aston Villa,9,220,1,0,0,MF
Bertrand Traoré,2022-2023,26,Burkina Faso,Aston Villa,8,233,1,2,0,FW
Beto,2023-2024,25,Guinea-Bissau,Everton,30,951,9,3,0,FW
Billy Sharp,2019-2020,33,England,Sheffield Utd,25,1051,10,3,2,FW
Billy Sharp,2020-2021,34,England,Sheffield Utd,16,735,7,3,0,FW
Bobby De Cordova-Reid,2018-2019,25,Jamaica,Cardiff City,27,1424,16,5,2,FW
Bobby De Cordova-Reid,2020-2021,27,Jamaica,Fulham,33,2372,28,5,2,MF
Bobby De Cordova-Reid,2022-2023,29,Jamaica,Fulham,36,2475,29,4,1,FW
Bobby De Cordova-Reid,2023-2024,30,Jamaica,Fulham,33,1423,17,6,2,FW
Brenden Aaronson,2022-2023,21,United States,Leeds United,36,2372,28,1,3,MF
Brennan Johnson,2022-2023,21,Wales,Nott'ham Forest,38,2934,33,8,3,FW
Brennan Johnson,2023-2024,22,Wales,2 Teams,35,2322,26,5,10,FW
Bruno Fernandes,2022-2023,27,Portugal,Manchester Utd,37,3316,37,8,8,MF
Bruno Fernandes,2023-2024,28,Portugal,Manchester Utd,35,3118,35,10,8,MF
Bryan Gil,2021-2022,20,Spain,Tottenham,9,94,0,0,0,FW
Bryan Gil,2022-2023,21,Spain,Tottenham,4,148,2,0,1,MF
Bryan Gil,2023-2024,22,Spain,Tottenham,11,209,2,0,0,FW
Bryan Mbeumo,2021-2022,21,Cameroon,Brentford,35,2905,34,4,7,FW
Bryan Mbeumo,2022-2023,22,Cameroon,Brentford,38,2906,36,9,8,FW
Bryan Mbeumo,2023-2024,23,Cameroon,Brentford,25,1960,22,9,6,FW
Bukayo Saka,2019-2020,17,England,Arsenal,26,1753,19,1,5,DF
Bukayo Saka,2020-2021,18,England,Arsenal,32,2553,30,5,3,FW
Bukayo Saka,2021-2022,19,England,Arsenal,38,2978,36,11,7,FW
Bukayo Saka,2022-2023,20,England,Arsenal,38,3181,37,14,11,FW
Bukayo Saka,2023-2024,21,England,Arsenal,35,2919,35,16,9,FW
Bénie Traoré,2023-2024,20,Ivory Coast,Sheffield Utd,8,387,3,0,0,FW
Callum Hudson-Odoi,2018-2019,17,England,Chelsea,10,393,4,0,1,FW
Callum Hudson-Odoi,2019-2020,18,England,Chelsea,22,863,7,1,5,FW
Callum Hudson-Odoi,2020-2021,19,England,Chelsea,23,1059,10,2,3,FW
Callum Hudson-Odoi,2021-2022,20,England,Chelsea,15,962,11,1,2,MF
Callum Hudson-Odoi,2023-2024,22,England,Nott'ham Forest,29,1854,20,8,1,FW
Callum Paterson,2018-2019,23,Scotland,Cardiff City,27,1998,21,4,1,FW
Callum Robinson,2019-2020,24,Ireland,Sheffield Utd,16,676,9,1,1,FW
Callum Robinson,2020-2021,25,Ireland,West Brom,28,1560,20,5,0,FW
Callum Wilson,2018-2019,26,England,Bournemouth,30,2528,29,14,9,FW
Callum Wilson,2019-2020,27,England,Bournemouth,35,2908,32,8,1,FW
Callum Wilson,2020-2021,28,England,Newcastle Utd,26,2084,23,12,5,FW
Callum Wilson,2021-2022,29,England,Newcastle Utd,18,1386,16,8,0,FW
Callum Wilson,2022-2023,30,England,Newcastle Utd,31,1877,21,18,5,FW
Callum Wilson,2023-2024,31,England,Newcastle Utd,20,991,9,9,1,FW
Cameron Archer,2021-2022,20,England,Aston Villa,3,27,0,0,0,FW
Cameron Archer,2023-2024,22,England,Sheffield Utd,29,1832,21,4,1,FW
Carlos Alcaraz,2022-2023,19,Argentina,Southampton,18,1029,13,4,2,MF
Carlos Vinícius,2020-2021,25,Brazil,Tottenham,9,308,3,1,0,FW
Carlos Vinícius,2022-2023,27,Brazil,Fulham,28,1109,11,5,2,FW
Carlos Vinícius,2023-2024,28,Brazil,Fulham,13,315,2,2,0,FW
Carlton Morris,2023-2024,27,England,Luton Town,38,2862,32,11,4,FW
Carney Chukwuemeka,2020-2021,16,England,Aston Villa,2,20,0,0,0,MF
Carney Chukwuemeka,2021-2022,17,England,Aston Villa,12,301,2,0,1,MF
Carney Chukwuemeka,2022-2023,18,England,Chelsea,14,354,2,0,0,MF
Carney Chukwuemeka,2023-2024,19,England,Chelsea,9,227,2,1,1,MF
Cauley Woodrow,2023-2024,28,England,Luton Town,24,427,2,1,1,FW
Cengiz Ünder,2020-2021,23,Turkey,Leicester City,9,281,1,0,2,FW
Cenk Tosun,2018-2019,27,Turkey,Everton,25,1059,10,3,3,FW
Cenk Tosun,2019-2020,28,Turkey,2 Teams,10,468,4,2,0,FW
Charlie Austin,2018-2019,29,England,Southampton,25,983,11,2,2,FW
Charlie Austin,2020-2021,31,England,West Brom,5,138,0,0,0,FW
Che Adams,2019-2020,23,Scotland,Southampton,30,1111,12,4,2,FW
Che Adams,2020-2021,24,Scotland,Southampton,36,2667,30,9,5,FW
Che Adams,2021-2022,25,Scotland,Southampton,30,2039,23,7,3,FW
Che Adams,2022-2023,26,Scotland,Southampton,28,1992,23,5,3,FW
Chem Campbell,2022-2023,19,Wales,Wolves,5,74,0,0,0,FW
Chiquinho,2021-2022,21,Portugal,Wolves,8,208,1,0,3,DF
Chris Wood,2018-2019,26,New Zealand,Burnley,38,2588,29,10,2,FW
Chris Wood,2019-2020,27,New Zealand,Burnley,32,2437,29,14,1,FW
Chris Wood,2020-2021,28,New Zealand,Burnley,33,2741,32,12,3,FW
Chris Wood,2021-2022,29,New Zealand,2 Teams,34,2694,32,5,0,FW
Chris Wood,2022-2023,30,New Zealand,2 Teams,25,818,9,3,0,FW
Chris Wood,2023-2024,31,New Zealand,Nott'ham Forest,31,1812,20,14,1,FW
Christian Atsu,2019-2020,27,Ghana,Newcastle Utd,19,749,6,0,3,MF
Christian Benteke,2018-2019,27,Belgium,Crystal Palace,16,814,9,1,1,FW
Christian Benteke,2019-2020,28,Belgium,Crystal Palace,24,1261,13,2,1,FW
Christian Benteke,2020-2021,29,Belgium,Crystal Palace,30,1816,21,10,1,FW
Christian Benteke,2021-2022,30,Belgium,Crystal Palace,25,1145,11,4,1,FW
Christian Eriksen,2019-2020,27,Denmark,Tottenham,20,1097,10,2,2,MF
Christian Pulisic,2019-2020,20,United States,Chelsea,25,1722,19,9,4,FW
Christian Pulisic,2020-2021,21,United States,Chelsea,27,1738,18,4,2,FW
Christian Pulisic,2021-2022,22,United States,Chelsea,22,1290,13,6,2,MF
Christian Pulisic,2022-2023,23,United States,Chelsea,24,821,8,1,1,FW
Christopher Nkunku,2023-2024,25,France,Chelsea,11,443,2,3,0,FW
Christos Tzolis,2021-2022,19,Greece,Norwich City,14,336,3,0,0,FW
Cody Gakpo,2022-2023,23,Netherlands,Liverpool,21,1458,17,7,2,FW
Cody Gakpo,2023-2024,24,Netherlands,Liverpool,35,1649,17,8,5,FW
Cole Palmer,2021-2022,19,England,Manchester City,4,123,1,0,0,FW
Cole Palmer,2022-2023,20,England,Manchester City,14,370,2,0,1,MF
Cole Palmer,2023-2024,21,England,Chelsea,33,2607,29,22,11,FW
Connor Wickham,2018-2019,25,England,Crystal Palace,6,67,0,0,1,FW
Connor Wickham,2019-2020,26,England,Crystal Palace,6,96,0,1,1,FW
Cristiano Ronaldo,2021-2022,36,Portugal,Manchester Utd,30,2456,27,18,3,FW
Cristiano Ronaldo,2022-2023,37,Portugal,Manchester Utd,10,525,4,1,0,FW
Crysencio Summerville,2021-2022,19,Netherlands,Leeds United,6,130,0,0,0,MF
Crysencio Summerville,2022-2023,20,Netherlands,Leeds United,28,1426,12,4,2,FW
Cucho,2021-2022,22,Colombia,Watford,25,1147,11,5,2,FW
Dan Nlundulu,2020-2021,21,England,Southampton,13,111,0,0,0,FW
Dango Ouattara,2022-2023,20,Burkina Faso,Bournemouth,19,1241,15,1,3,MF
Dango Ouattara,2023-2024,21,Burkina Faso,Bournemouth,30,1229,12,1,2,FW
Daniel James,2019-2020,21,Wales,Manchester Utd,33,2287,26,3,6,FW
Daniel James,2020-2021,22,Wales,Manchester Utd,15,910,11,3,1,FW
Daniel James,2021-2022,23,Wales,2 Teams,34,2492,31,4,4,FW
Daniel James,2022-2023,24,Wales,2 Teams,24,819,7,2,1,FW
Daniel Jebbison,2020-2021,16,Canada,Sheffield Utd,4,284,3,1,0,FW
Daniel Podence,2019-2020,23,Portugal,Wolves,9,289,3,1,0,FW
Daniel Podence,2020-2021,24,Portugal,Wolves,24,1661,22,3,2,MF
Daniel Podence,2021-2022,25,Portugal,Wolves,26,1484,15,2,3,FW
Daniel Podence,2022-2023,26,Portugal,Wolves,32,1771,20,6,0,FW
Daniel Sturridge,2018-2019,28,England,Liverpool,18,509,4,2,1,FW
Danny Ings,2018-2019,26,England,Southampton,24,1651,23,7,3,FW
Danny Ings,2019-2020,27,England,Southampton,38,2804,32,22,2,FW
Danny Ings,2020-2021,28,England,Southampton,29,2173,26,12,4,FW
Danny Ings,2021-2022,29,England,Aston Villa,30,1898,22,7,6,FW
Danny Ings,2022-2023,30,England,2 Teams,35,1599,15,8,2,FW
Danny Ings,2023-2024,31,England,West Ham,20,404,3,1,0,FW
Danny Ward,2018-2019,26,England,Cardiff City,14,445,4,1,0,FW
Danny Welbeck,2018-2019,27,England,Arsenal,8,153,1,1,1,FW
Danny Welbeck,2019-2020,28,England,Watford,18,822,8,2,0,FW
Danny Welbeck,2020-2021,29,England,Brighton,24,1545,17,6,1,FW
Danny Welbeck,2021-2022,30,England,Brighton,25,1478,15,6,2,FW
Danny Welbeck,2022-2023,31,England,Brighton,31,1854,21,6,3,FW
Danny Welbeck,2023-2024,32,England,Brighton,29,1693,21,5,1,FW
Darko Gyabi,2022-2023,18,England,Leeds United,1,8,0,0,0,FW
Darwin Núñez,2022-2023,23,Uruguay,Liverpool,29,1695,19,9,3,FW
Darwin Núñez,2023-2024,24,Uruguay,Liverpool,36,2047,22,11,8,FW
David Brooks,2018-2019,21,Wales,Bournemouth,30,2261,29,7,5,MF
David Brooks,2019-2020,22,Wales,Bournemouth,9,506,8,1,0,MF
David Brooks,2022-2023,25,Wales,Bournemouth,6,173,2,0,0,FW
David Brooks,2023-2024,26,Wales,Bournemouth,13,282,2,1,1,FW
David Datro Fofana,2022-2023,19,Ivory Coast,Chelsea,3,70,1,0,0,FW
David Datro Fofana,2023-2024,20,Ivory Coast,Burnley,15,879,10,4,1,FW
David McGoldrick,2019-2020,31,Ireland,Sheffield Utd,28,1815,22,2,2,FW
David McGoldrick,2020-2021,32,Ireland,Sheffield Utd,35,2397,28,8,1,FW
Deivid Washington,2023-2024,18,Brazil,Chelsea,2,13,0,0,0,DF
Dejan Kulusevski,2021-2022,21,Sweden,Tottenham,18,1261,14,5,8,MF
Dejan Kulusevski,2022-2023,22,Sweden,Tottenham,30,2067,23,2,7,MF
Dejan Kulusevski,2023-2024,23,Sweden,Tottenham,36,2762,31,8,3,FW
Dele Alli,2019-2020,23,England,Tottenham,25,1847,21,8,4,MF
Dele Alli,2021-2022,25,England,Everton,11,338,1,0,0,MF
Demarai Gray,2018-2019,22,Jamaica,Leicester City,34,1985,23,4,1,FW
Demarai Gray,2019-2020,23,Jamaica,Leicester City,21,622,3,2,3,MF
Demarai Gray,2020-2021,24,Jamaica,Leicester City,1,19,0,0,0,FW
Demarai Gray,2021-2022,25,Jamaica,Everton,34,2338,28,5,4,MF
Demarai Gray,2022-2023,26,Jamaica,Everton,33,2507,27,4,1,FW
Deniz Undav,2022-2023,26,Germany,Brighton,22,628,6,5,0,FW
Dennis Praet,2022-2023,28,Belgium,Leicester City,22,649,6,1,0,MF
Dennis Srbeny,2019-2020,25,Germany,Norwich City,8,47,0,1,0,MF
Diego Costa,2022-2023,33,Spain,Wolves,23,1241,16,1,0,FW
Diogo Dalot,2018-2019,19,Portugal,Manchester Utd,16,1013,12,0,2,DF
Diogo Jota,2018-2019,21,Portugal,Wolves,33,2355,29,9,5,FW
Diogo Jota,2019-2020,22,Portugal,Wolves,34,2284,27,7,1,FW
Diogo Jota,2020-2021,23,Portugal,2 Teams,19,1112,12,9,0,FW
Diogo Jota,2021-2022,24,Portugal,Liverpool,35,2364,27,15,4,FW
Diogo Jota,2022-2023,25,Portugal,Liverpool,22,1131,12,7,4,FW
Diogo Jota,2023-2024,26,Portugal,Liverpool,21,1145,14,10,3,FW
Divin Mubama,2023-2024,18,England,West Ham,5,80,0,0,0,FW
Divock Origi,2018-2019,23,Belgium,Liverpool,12,371,4,3,1,FW
Divock Origi,2019-2020,24,Belgium,Liverpool,28,717,7,4,1,FW
Divock Origi,2020-2021,25,Belgium,Liverpool,9,186,2,0,0,FW
Divock Origi,2021-2022,26,Belgium,Liverpool,7,133,0,3,0,FW
Divock Origi,2023-2024,28,Belgium,Nott'ham Forest,20,606,6,0,1,FW
Djed Spence,2022-2023,21,England,Tottenham,4,7,0,0,0,FW
Domingos Quina,2019-2020,19,Portugal,Watford,4,22,0,0,0,MF
Dominic Calvert-Lewin,2018-2019,21,England,Everton,35,1784,19,6,2,FW
Dominic Calvert-Lewin,2019-2020,22,England,Everton,36,2626,30,13,1,FW
Dominic Calvert-Lewin,2020-2021,23,England,Everton,33,2871,32,16,0,FW
Dominic Calvert-Lewin,2021-2022,24,England,Everton,17,1283,15,5,2,FW
Dominic Calvert-Lewin,2022-2023,25,England,Everton,17,1165,15,2,1,FW
Dominic Calvert-Lewin,2023-2024,26,England,Everton,32,2171,26,7,2,FW
Dominic Solanke,2018-2019,20,England,Bournemouth,10,347,2,0,1,FW
Dominic Solanke,2019-2020,21,England,Bournemouth,32,1651,17,3,1,FW
Dominic Solanke,2022-2023,24,England,Bournemouth,33,2860,32,6,7,FW
Dominic Solanke,2023-2024,25,England,Bournemouth,38,3325,37,19,3,FW
Donny van de Beek,2020-2021,23,Netherlands,Manchester Utd,19,524,4,1,1,MF
Dwight Gayle,2019-2020,28,England,Newcastle Utd,20,850,10,4,2,FW
Dwight Gayle,2020-2021,29,England,Newcastle Utd,18,514,4,1,1,FW
Dwight Gayle,2021-2022,30,England,Newcastle Utd,8,38,0,0,0,FW
Dwight McNeil,2022-2023,22,England,Everton,36,2498,28,7,3,FW
Dwight McNeil,2023-2024,23,England,Everton,35,2892,33,3,6,MF
Eberechi Eze,2021-2022,23,England,Crystal Palace,13,605,6,1,1,MF
Eberechi Eze,2022-2023,24,England,Crystal Palace,38,2636,30,10,4,MF
Eberechi Eze,2023-2024,25,England,Crystal Palace,27,2055,24,11,4,MF
Eddie Nketiah,2018-2019,19,England,Arsenal,5,67,0,1,0,MF
Eddie Nketiah,2019-2020,20,England,Arsenal,13,633,7,2,0,FW
Eddie Nketiah,2020-2021,21,England,Arsenal,17,423,4,2,1,FW
Eddie Nketiah,2021-2022,22,England,Arsenal,21,835,8,5,1,FW
Eddie Nketiah,2022-2023,23,England,Arsenal,30,1089,9,4,1,FW
Eddie Nketiah,2023-2024,24,England,Arsenal,27,1082,10,5,2,FW
Eden Hazard,2018-2019,27,Belgium,Chelsea,37,2923,32,16,15,FW
Edinson Cavani,2020-2021,33,Uruguay,Manchester Utd,26,1375,13,10,3,FW
Edinson Cavani,2021-2022,34,Uruguay,Manchester Utd,15,766,7,2,1,FW
Elias Kachunga,2018-2019,26,DR Congo,Huddersfield,20,1182,13,0,0,FW
Elijah Adebayo,2023-2024,25,England,Luton Town,27,1419,16,10,0,FW
Elliot Anderson,2022-2023,19,England,Newcastle Utd,22,410,3,0,1,MF
Elliot Anderson,2023-2024,20,England,Newcastle Utd,21,1027,10,0,2,MF
Ellis Simms,2022-2023,21,England,Everton,11,228,2,1,0,FW
Emi Buendía,2019-2020,22,Argentina,Norwich City,36,2464,28,1,7,FW
Emi Buendía,2021-2022,24,Argentina,Aston Villa,35,1899,22,4,6,MF
Emi Buendía,2022-2023,25,Argentina,Aston Villa,38,2412,27,5,2,MF
Emile Smith Rowe,2020-2021,20,England,Arsenal,20,1440,18,2,4,MF
Emile Smith Rowe,2021-2022,21,England,Arsenal,33,1921,21,10,2,MF
Emile Smith Rowe,2022-2023,22,England,Arsenal,12,172,0,0,2,MF
Emmanuel Dennis,2021-2022,23,Nigeria,Watford,33,2581,30,10,6,FW
Emmanuel Dennis,2022-2023,24,Nigeria,Nott'ham Forest,19,720,6,2,2,FW
Enes Ünal,2023-2024,26,Turkey,Bournemouth,16,328,2,2,2,FW
Enock Mwepu,2022-2023,24,Zambia,Brighton,6,213,2,0,1,FW
Erling Haaland,2022-2023,22,Norway,Manchester City,35,2769,33,36,8,FW
Erling Haaland,2023-2024,23,Norway,Manchester City,31,2552,29,27,5,FW
Evan Ferguson,2022-2023,17,Ireland,Brighton,19,950,10,6,2,FW
Evan Ferguson,2023-2024,18,Ireland,Brighton,27,1367,15,6,0,FW
Fabio Carvalho,2020-2021,17,Portugal,Fulham,4,255,3,1,0,MF
Fabio Carvalho,2022-2023,19,Portugal,Liverpool,13,347,4,2,0,MF
Fabio Vieira,2022-2023,22,Portugal,Arsenal,22,514,3,1,2,MF
Fabio Vieira,2023-2024,23,Portugal,Arsenal,11,297,2,1,2,MF
Facundo Buonanotte,2022-2023,17,Argentina,Brighton,13,565,6,1,1,FW
Facundo Buonanotte,2023-2024,18,Argentina,Brighton,27,1364,17,3,1,FW
Facundo Pellistri,2023-2024,21,Uruguay,Manchester Utd,9,172,1,0,1,FW
Faustino Anjorin,2019-2020,17,England,Chelsea,1,20,0,0,0,FW
Felipe Anderson,2018-2019,25,Brazil,West Ham,36,3043,36,9,4,MF
Felipe Anderson,2019-2020,26,Brazil,West Ham,25,1497,20,1,4,MF
Fernando Llorente,2018-2019,33,Spain,Tottenham,20,694,6,1,4,FW
Ferrán Torres,2020-2021,20,Spain,Manchester City,24,1306,15,7,2,FW
Ferrán Torres,2021-2022,21,Spain,Manchester City,4,303,4,2,1,FW
Florin Andone,2018-2019,25,Romania,Brighton,23,881,8,3,0,FW
Floyd Ayité,2018-2019,29,Togo,Fulham,16,476,3,1,0,FW
Folarin Balogun,2021-2022,20,United States,Arsenal,2,70,1,0,0,FW
Francisco Trincão,2021-2022,21,Portugal,Wolves,28,1336,16,2,1,FW
Fábio Silva,2020-2021,18,Portugal,Wolves,32,1369,11,4,3,FW
Fábio Silva,2021-2022,19,Portugal,Wolves,22,572,6,0,0,FW
Fábio Silva,2023-2024,21,Portugal,Wolves,8,264,3,0,0,FW
Gabriel Jesus,2018-2019,21,Brazil,Manchester City,29,1036,8,7,3,FW
Gabriel Jesus,2019-2020,22,Brazil,Manchester City,34,2030,21,14,7,FW
Gabriel Jesus,2020-2021,23,Brazil,Manchester City,29,2063,22,9,4,FW
Gabriel Jesus,2021-2022,24,Brazil,Manchester City,28,1877,21,8,8,FW
Gabriel Jesus,2022-2023,25,Brazil,Arsenal,26,2064,24,11,6,FW
Gabriel Jesus,2023-2024,26,Brazil,Arsenal,27,1478,17,4,5,FW
Gabriel Martinelli,2019-2020,18,Brazil,Arsenal,14,663,6,3,0,FW
Gabriel Martinelli,2020-2021,19,Brazil,Arsenal,14,589,7,2,1,FW
Gabriel Martinelli,2021-2022,20,Brazil,Arsenal,29,1860,21,6,6,FW
Gabriel Martinelli,2022-2023,21,Brazil,Arsenal,36,2789,34,15,5,FW
Gabriel Martinelli,2023-2024,22,Brazil,Arsenal,35,2019,24,6,4,FW
Gareth Bale,2020-2021,31,Wales,Tottenham,20,920,10,11,2,FW
George Earthy,2023-2024,18,England,West Ham,3,34,0,1,0,FW
Georges-Kévin N'Koudou,2019-2020,24,Cameroon,Tottenham,1,3,0,0,0,FW
Georginio Rutter,2022-2023,20,France,Leeds United,11,273,1,0,1,FW
Gerard Deulofeu,2018-2019,24,Spain,Watford,30,2066,26,10,5,FW
Gerard Deulofeu,2019-2020,25,Spain,Watford,28,2098,25,4,5,FW
Gianluca Scamacca,2022-2023,23,Italy,West Ham,16,926,11,3,0,FW
Gio Reyna,2023-2024,20,United States,Nott'ham Forest,9,235,2,0,1,FW
Giovani Lo Celso,2019-2020,23,Argentina,Tottenham,28,1492,15,0,2,MF
Giovani Lo Celso,2021-2022,25,Argentina,Tottenham,9,238,2,0,0,MF
Glenn Murray,2018-2019,34,England,Brighton,38,2508,30,13,1,FW
Glenn Murray,2019-2020,35,England,Brighton,23,797,7,1,1,FW
Gonzalo Higuaín,2018-2019,30,Argentina,Chelsea,14,1085,13,5,0,FW
Gonçalo Guedes,2022-2023,25,Portugal,Wolves,13,707,8,1,1,FW
Grady Diangana,2018-2019,20,DR Congo,West Ham,17,609,6,0,1,MF
Grady Diangana,2020-2021,22,DR Congo,West Brom,20,1235,15,1,0,MF
Gustavo Scarpa,2022-2023,28,Brazil,Nott'ham Forest,6,181,2,0,0,MF
Gylfi Sigurðsson,2020-2021,30,Iceland,Everton,36,2253,24,6,5,MF
Hakim Ziyech,2020-2021,27,Morocco,Chelsea,23,1172,15,2,3,MF
Hakim Ziyech,2021-2022,28,Morocco,Chelsea,23,1319,14,4,3,MF
Hakim Ziyech,2022-2023,29,Morocco,Chelsea,18,661,6,0,3,FW
Hal Robson-Kanu,2020-2021,31,Wales,West Brom,19,561,2,2,0,FW
Hamed Junior Traorè,2022-2023,22,Ivory Coast,Bournemouth,7,427,5,0,0,FW
Harry Kane,2018-2019,25,England,Tottenham,28,2424,27,17,4,FW
Harry Kane,2019-2020,26,England,Tottenham,29,2587,29,18,2,FW
Harry Kane,2020-2021,27,England,Tottenham,35,3082,35,23,14,FW
Harry Kane,2021-2022,28,England,Tottenham,37,3232,36,17,9,FW
Harry Kane,2022-2023,29,England,Tottenham,38,3405,38,30,3,FW
Harry Wilson,2019-2020,22,Wales,Bournemouth,31,1646,20,7,0,MF
Harry Wilson,2022-2023,25,Wales,Fulham,29,1100,13,2,3,FW
Harry Wilson,2023-2024,26,Wales,Fulham,35,1620,16,4,6,FW
Harvey Barnes,2018-2019,20,England,Leicester City,16,1004,11,1,2,MF
Harvey Barnes,2019-2020,21,England,Leicester City,36,2083,24,6,8,MF
Harvey Barnes,2020-2021,22,England,Leicester City,25,1945,22,9,4,FW
Harvey Barnes,2021-2022,23,England,Leicester City,32,2101,24,6,10,FW
Harvey Barnes,2022-2023,24,England,Leicester City,34,2711,32,13,1,FW
Harvey Barnes,2023-2024,25,England,Newcastle Utd,21,802,7,5,3,FW
Harvey Elliott,2022-2023,19,England,Liverpool,32,1613,18,1,2,MF
Harvey Elliott,2023-2024,20,England,Liverpool,34,1352,11,3,6,MF
Henrikh Mkhitaryan,2018-2019,29,Armenia,Arsenal,25,1641,19,6,4,FW
Henrikh Mkhitaryan,2019-2020,30,Armenia,Arsenal,3,112,1,0,0,FW
Hwang Hee-chan,2021-2022,25,South Korea,Wolves,30,1816,20,5,1,FW
Hwang Hee-chan,2022-2023,26,South Korea,Wolves,27,1130,12,3,1,FW
Hwang Hee-chan,2023-2024,27,South Korea,Wolves,29,2119,25,12,3,FW
Hélder Costa,2018-2019,24,Angola,Wolves,25,1341,16,1,2,FW
Hélder Costa,2020-2021,26,Angola,Leeds United,22,1156,13,3,3,MF
Ian Maatsen,2023-2024,21,Netherlands,Chelsea,12,209,1,0,0,FW
Indiana Vassilev,2019-2020,18,United States,Aston Villa,4,51,0,0,0,FW
Isaac Mbenza,2018-2019,22,Belgium,Huddersfield,22,986,10,1,1,FW
Isaac Success,2018-2019,22,Nigeria,Watford,30,1052,9,1,1,FW
Ismaila Sarr,2019-2020,21,Senegal,Watford,28,2028,22,5,4,FW
Ismaila Sarr,2021-2022,23,Senegal,Watford,22,1861,21,5,2,FW
Ivan Cavaleiro,2018-2019,24,Portugal,Wolves,23,693,6,3,1,FW
Ivan Cavaleiro,2020-2021,26,Portugal,Fulham,36,2472,27,3,0,FW
Ivan Perišić,2023-2024,34,Croatia,Tottenham,5,103,0,0,1,FW
Ivan Toney,2021-2022,25,England,Brentford,33,2909,32,12,5,FW
Ivan Toney,2022-2023,26,England,Brentford,33,2951,33,20,4,FW
Ivan Toney,2023-2024,27,England,Brentford,17,1450,16,4,2,FW
Jack Grealish,2019-2020,23,England,Aston Villa,36,3233,36,8,6,FW
